,taisto,kasurinen,finnish,coal,miner,father,just,committed,suicide,framed,crime,did,commit,jail,starts,dream,leaving,country,starting,new,life,escapes,prison,things,don,planned,episode,nikander,garbage,man,involving,death,worker,affair,ted,bellhop,night,joband,hotel,unusual,guests,place,outrageous,predicaments,evening,room,service,serving,unbelievable,happening
0,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.015594811850314015,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,0.042254318794927304,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,0.04505167867868493,,,,,,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.12206803207423442,0.12206803207423442,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686,0.06866326804175686
